nikkud,transliteration,word
רִבִּית דְּרִבִּית,ribit deribit,רבית דרבית
רִבִּית פְּרַיְם,ribit praym,רבית פרים
רבנשיזם,,רבנשיזם
רִבֵּעַ {{משני|ב}},ribe'a,רבע
רֶבַע {{משני|א}},reva,רבע
רֹבַע {{משני|ב}},rova,רבע
רֶבַע {{משני|ב}},reva,רבע
רֹבַע {{משני|א}},rova,רבע
רֶבַע גְּמָר,reva gmar,רבע גמר
רִבְעוֹן,rivon,רבעון
רֶבֶרְס,revers,רברס
רִבַּת חָלָב,ribat khalav,רבת חלב
רָגָ'אל,rajal,רג'אל
רָגָ'ה,raja,רג'ה
רגולית,,רגולית
רגולציה,regulatsya,רגולציה
רָגוּעַ,ragua',רגוע
רֹגֶז,rogez,רגז
רַגָּז,ragaz,רגז
רֶגָטָה,regatah,רגטה
רָגִיז,ragiz,רגיז
רָגִיל,,רגיל
רגימנט,regiment,רגימנט
רְגִישׁוּת,regishut,רגישות
רֶגֶל {{משני|ב}},regel,רגל
רֶגֶל {{משני|א}},regel,רגל
רֶגֶל אַחַת בַּקֶבֶר,regel akhat bakever,רגל אחת בקבר
רֶגֶל הַתֹּרֶן,regel hatoren,רגל התרן
רגל סוסנית,,רגל סוסנית
רגל קלובה,,רגל קלובה
רגל קלוטה,,רגל קלוטה
רגל קרושה,,רגל קרושה
רְגֵלָה,rgla,רגלה
רָגְלָה,rogla,רגלה
רַגְלִי {{משני|א}},ragli,רגלי
רַגְלִי {{משני|ב}},ragli,רגלי
רַגָּם,ragam,רגם
רֶגַע,rega,רגע
רֹגַע,roga,רגע
רֶגֶשׁ,regesh,רגש
רִגְשֶׁה,rigsha,רגשה
רַגֶּשֶׁת,rageshet,רגשת
רָדָאר,radar,רדאר
רְדֵדָה,rededah,רדדה
רָדוּלָה,radulah,רדולה
רָדוֹן,radon,רדון
רֶדוּקְצְיוֹנִיזְם,reduktsionizm,רדוקציוניזם
רְדִיד אָלוּמִינְיוּם,rdid aluminyum,רדיד אלומיניום
רַדְיוֹ,radyo,רדיו
רַדְיוֹ פוטוניקה,,רדיו פוטוניקה
רַדְיוֹ פִּירָטִי,radio pirati,רדיו פירטי
רַדְיוֹאַקְטִיבִי,radiaktivi,רדיואקטיבי
רַדְיוֹאַקְטִיבִיּוּת,radioaktiviyut,רדיואקטיביות
רַדְיוֹבִּיוֹלוֹגְיָה,radiobiologyah,רדיוביולוגיה
רַדְיוֹגְרַפְיָה,,רדיוגרפיה
רַדְיוֹטֶלֶסְקוֹפּ,,רדיוטלסקופ
רַדְיוֹלוֹגְיָה,radyologya,רדיולוגיה
רַדְיוּם,radium,רדיום
רַדְיוּס,radius,רדיוס
רַדְיוֹתֶרַפְּיָה,,רדיותרפיה
רַדְיָן,radian,רדין
רָדִיקָל,,רדיקל
רָדִיקָל חָפְשִׁי,,רדיקל חפשי
רַהַב‏ {{משני|ב}},rahav,רהב
רַהַב {{משני|א}},rahav,רהב
רִהוּט,rihut,רהוט
רָהוּט,rahut,רהוט
רַהַט,rahat,רהט
רִהֲטָא,rihata,רהטא
רָהִיט {{משני|א}},rahit,רהיט
רָהִיט {{משני|ב}},rahit,רהיט
רוֹאֵה חֶשְׁבּוֹן,roe kheshbon,רואה חשבון
רוֹבַאי,rovai,רובאי
רוֹבֶה,rove,רובה
רוֹבֶה אֲוִיר,,רובה אויר
רוֹבֵה כַּדּוּרִיּוּת,,רובה כדוריות
רוֹבֶה סְלִילִי,,רובה סלילי
רוֹבֶה סַעַר,,רובה סער
רוֹבֵה צַיִד,roveh tsayid,רובה ציד
רוֹבֵה צַלָּפִים,rove tsalafim,רובה צלפים
רוֹבּוֹט,robot,רובוט
רוֹבּוֹטִי,roboti,רובוטי
רוֹבּוֹטִיקָה,,רובוטיקה
רוּגָטְקָה,rugatka,רוגטקה
רוֹגָלָךְ,מלרע,רוגלך
רוֹדוֹדֶנְדְרוֹן,,רודודנדרון
רודיניה,,רודיניה
רוֹדָנוּת,,רודנות
רוֹדֵף שָׁלוֹם,rodef shalom,רודף שלום
רוורס טרנסקריפטאז,,רוורס טרנסקריפטאז
רוזטה,,רוזטה
רוֹזְמָרִין,,רוזמרין
רוּחַ,ruakh,רוח
רֶוַח,revakh,רוח
רוּחַ גַּבִּית,ruakh gabit,רוח גבית
רוח השמש,,רוח השמש
רוּחַ מְלֵאָה,ruakh mele'a,רוח מלאה
רוּחַ נֶגְדִּית,ruakh negdit,רוח נגדית
רוּחַ נוֹחָה,ruakh nokha,רוח נוחה
רוּחַ סוֹלָרִית,,רוח סולרית
רוּחַ צַד,ruakh tsad,רוח צד
רוּחַ צְדָדִית,ruakh tsedadit,רוח צדדית
רוּחַ קָדִים,ruakh kadim,רוח קדים
רוּחַ קִדְמִית,ruakh kidmit,רוח קדמית
רוּחַ רְפָאִים,ruach refaim,רוח רפאים
רְוָחָה,revacha,רוחה
רְוָחָה נַפְשִׁית,rvakha nafshit,רוחה נפשית
רוּחָנִיּוּת,ruhaniyut,רוחניות
רוֹטוֹנְדָה,,רוטונדה
רוֹטוֹר,rotor,רוטור
רוטמטר,,רוטמטר
רויבוש,,רויבוש
רְוָיָה,revaya,רויה
רוֹכְסָן,,רוכסן
רוּלָה,,רולה
רוֹלֶטָה,roleta,רולטה
רוֹלֶרְבְּלֶיְדְס,rolerbleids,רולרבלידס
רוּם (גם רוֹם),rum / rom,רום
רוּם,rum,רום
רוֹמָא,roma,רומא
רוֹמָאִי,romai,רומאי
רוֹמְבּוֹהֶדְרוֹן,rombohedron,רומבוהדרון
רומביקובוקטהדרון,,רומביקובוקטהדרון
רומה רימונים,,רומה רימונים
רוֹמָן,roman,רומן
רוֹמַנְטִיקָה,romantika,רומנטיקה
רוֹמַנְיָה,,רומניה
רוֹמָנִית,romanit,רומנית
רומפלנאכט,rumpelnakht,רומפלנאכט
רוסֹטִבּיף,rostibif,רוסטביף
רוּסִי,rusi,רוסי
רוּסְיָה,rusya,רוסיה
רוּסִית,rusit,רוסית
רוֹעֶה,ro׳e,רועה
רוֹפֵא,rofe,רופא
רוֹפֵא שִׁנַּיִם,,רופא שנים
רוֹפֵס,rofes,רופס
רוֹצֵחַ,rotseakh,רוצח
רוֹצֵחַ שָׂכִיר,rotseakh sakir,רוצח שכיר
רַוָּק,ravak,רוק
רוֹקֵחַ,rokeah,רוקח
רוֹקְחוּת,rok'khot,רוקחות
רַוָּקִיָּה,ravakiya,רוקיה
רוֹקֶנְרוֹל,rokenrol,רוקנ'רול
רוֹשֵׁף,roshef,רושף
רוּת,rut,רות
רֵזוֹלוּצְיָה,rezolutsia,רזולוציה
רֶזוֹנַנְס,rezonans,רזוננס
רֹחַב,rokhav,רחב
רָחָב,rakhav,רחב
רֹחַב יָד,rokhav yad,רחב יד
רָחְבִּית,rokhbit,רחבית
רְחוֹב,rekhov,רחוב
רְחוֹפֶת,rekhofet,רחופת
רָחוֹק,rahok,רחוק
רִחוּק,rihuk,רחוק
רֵחַיִם,rekhayim,רחים
רְחִימָאִי,,רחימאי
רְחִימוּ,rehimu,רחימו
רָחֵל,rakhel,רחל
רֶחֶם,rekhem,רחם
רָחָם,rakham,רחם
רַחֲמִים,rakhamim,רחמים
רַחְמָנָא לִצְלַן,rakhmana litslan,רחמנא לצלן
רַחֲמָנָא לְשֵׁזְבָן,rakhmana leshezvan,רחמנא לשיזבן
רַחֶפֶת,rakhefet,רחפת
רַחַשׁ {{משני|ב}},rakhash,רחש
רַחַשׁ {{משני|א}},rakhash,רחש
רַחַת,rakhat,רחת
רַחַת לוֹקוּם (גם: רַחַת לָקוּם),"rakhat lokum, rahat lakum",רחת לוקום
רָטֹב (גם: רָטוּב),"ratov, ratuv",רטב
רֹטֶב,rotev,רטב
רַטְבּוּבִי,ratbuvi,רטבובי
רֶטוֹרִיקָה,retorika,רטוריקה
רָטָטוּי,ratatui,רטטוי
רטינובלסטומה,,רטינובלסטומה
רֶטְרוֹאַקְטִיבִי,retroaktivi,רטרואקטיבי
רטרוטרנספוזון,,רטרוטרנספוזון
רֶטְרוֹסְפֶּקְטִיבָה,retrospektiva,רטרוספקטיבה
רטרופוזון,,רטרופוזון
ריאקטור,,ריאקטור
רִיבָה,riva,ריבה
רִיבּוֹב,,ריבוב
רִיבּוֹזוֹם,ribozom,ריבוזום
ריגורוזיות,,ריגורוזיות
רִיזוֹטוֹ,rizoto,ריזוטו
רֵיחַ,re'akh,ריח
רֵיחָן,,ריחן
רֵיחָנִי,rekhani,ריחני
רֵיְטִינְג,reyting,ריטינג
רילוקיישן,rilocation,רילוקיישן
רִינְגְטוֹן,rington,רינגטון
רִיס,ris,ריס
ריפוי מגנטי,,ריפוי מגנטי
רִיפוֹת,,ריפות
רִיצְ'רָץ',,ריצ'רץ'
רִיצִין,,ריצין
רֵיק,rek,ריק
רִיק,rik,ריק
רִיקוֹשֶׁט,rikoshet,ריקושט
רֵיקָם,reikam,ריקם
רִיקְשָׁה,riksha,ריקשה
רִיר,rir,ריר
רִיתְמִיקָה,ritmika,ריתמיקה
רֹךְ,rokh,רך
רַךְ,rakh,רך
רֶכֶב {{משני|א}},rechev,רכב
רַכָּב,rakav,רכב
רֶכֶב {{משני|ב}},rechev,רכב
רֶכֶב כִּבּוּי,rekhev kibuy,רכב כבוי
רַכֶּבֶל,rakevel,רכבל
רַכֶּבֶת,rakevet,רכבת
רַכֶּבֶת הָרִים,rakevet harim,רכבת הרים
רַכֶּבֶת מָהִירָה,r'ke'vet mehira,רכבת מהירה
רַכֶּבֶת קַלָּה,rakevet kala,רכבת קלה
רַכֶּבֶת רִחוּף מַגְנֵטִי,,רכבת רחוף מגנטי
רַכֶּבֶת תַּחְתִּית,rakevet takhtit,רכבת תחתית
רִכּוּז,,רכוז
רְכוּשׁ,,רכוש
רֶכֶּז,rekez,רכז
רַכָּז,rakaz,רכז
רְכִיב,rekhiv,רכיב
רַכִּיכָה,rakikha,רכיכה
רְכִילוּת,rekhilut,רכילות
רְכִינוֹעַ,rechinoa׳,רכינוע
רֶכֶס {{משני|ב}},rekhes,רכס
רֶכֶס {{משני|א}},rekhes,רכס
רֶכֶס מֵיתָר,rekhes meytar,רכס מיתר
רֶכֶס עֹגֶן,rekhes ogen,רכס עגן
רִכְסָה,rikhsah,רכסה
רֵלֵוַנְטִי,relevanti,רלונטי
רליקט,,רליקט
רִמָּה,rima,רמה
רָמָה,rama,רמה
רָמָה בָּרוֹמֶטְרִית,,רמה ברומטרית
רִמּוֹן,rimon,רמון
רִמּוֹן הֶלֶם,rimon helem,רמון הלם
רִמּוֹן עָשָׁן,rimon ashan,רמון עשן
רַמְזוֹר,ramzor,רמזור
רִמְזוּר,rimzur,רמזור
רֵמִיסְיָה,remisya,רמיסיה
רֶמִיקְס,remix,רמיקס
רַמָּךְ,ramakh,רמך
רַמְפָּה,rampa,רמפה
רֶמֶץ,remets,רמץ
רַמְקוֹל,ramkol,רמקול
רֹן,ron,רן
רַן {{משני|ב}},ran,רן
רֵנְטְגֵּן,rentgen,רנטגן
רֶנֶסַנְס (גם: רֶנֶסַאנְס),renesans,רנסאנס
רֶס גֶּסְטֶה,"res geste<ref>הדיפתונג ae- מבוטא באיטלקית, בגרמנית ובצרפתית אֶ, אך בלטינית – אַי; לכן בשפת המקור: רֶס גֶּסְטָאי.</ref>",רס גסטה
רִסּוּן,risun,רסון
רֶסִיבֶר,resiver,רסיבר
רְסִיס,resis,רסיס
רַסְמִי,rasmi,רסמי
רֶסֶק,resek,רסק
רֹעַ,roa׳,רע
רַע {{משני|א}},ra׳,רע
רֵעַ,rea׳,רע
רָעָב,ra'av,רעב
רָעֵב,raev,רעב
רְעַבְתָּנוּת,ra'avtanut,רעבתנות
רָעוּל,raool,רעול
רְעוּל פָּנִים,,רעול פנים
רָעוּעַ,raua,רעוע
רֵעוּת,reut,רעות
רְעִי,re'i,רעי
רְעִידַת אֲדָמָה,,רעידת אדמה
רַעְיָה (גם:רַעֲיָה),ra׳yah,רעיה
רְעִיָּה,re׳i'ya,רעיה
רַעֲיוֹן,ra׳ayon,רעיון
רָעִיל,rayil,רעיל
רַעַל,ra'al,רעל
רְעָלָה,ra'ala,רעלה
רַעֲלָן,,רעלן
רַעַם,ra'am,רעם
רַעֲמָה,ra׳ama,רעמה
רַעֲנָן,ra'anan,רענן
רַעֲנָנָה,Fresh,רעננה
רַעַף,ra'af,רעף
רַעַשׁ,ra'ash,רעש
רַעַשׁ וְצִלְצוּלִים,raash vetsiltsulim,רעש וצלצולים
רַעֲשָׁן,ra'ashan,רעשן
רְפָאִים,refaim,רפאים
רָפֶה,rafe,רפה
רְפוּאָה,refua,רפואה
רְפוּאָה אַלְטֶרְנָטִיבִית,refuah alternativit,רפואה אלטרנטיבית
רְפוּאָה בּוֹטָנִית,,רפואה בוטנית
רְפוּאָה גַּרְעִינִית,refuah garinit,רפואה גרעינית
רְפוּאִי,refui,רפואי
רְפוּאַת שִׁנַּיִם,refuat shinayim,רפואת שנים
רֶפּוּבְּלִיקָה,republika,רפובליקה
רֶפּוּבְּלִיקָה פֶדֶרָלִית,,רפובליקה פדרלית
רֶפּוּבְּלִיקַת בָּנָנוֹת,republicat bananot,רפובליקת בננות
רִפּוּד,ripud,רפוד
רִפּוּי בְּעִסּוּק,ripui beisuk,רפוי בעסוק
רֶפוֹרְמָה,reforma,רפורמה
רַפְטִינְג,rafting,רפטינג
רִפְיוֹן (גם: רִפָּיוֺן),rifyon,רפיון
רֶפְּלִיקָה,replika,רפליקה
רֶפְּלִיקַצְיָה,replikatsia,רפליקציה
רפלציה,,רפלציה
רֶפְלֶקְס,reflex,רפלקס
רֶפְלֶקְסוֹלוֹג,riflexolog,רפלקסולוג
רֶפְלֶקְסוֹלוֹגְיָה,reflexologya,רפלקסולוגיה
רַפְסְדָן,rafsedan,רפסדן
רַפְסֹדֶת,rafsodet,רפסדת
רַפְסוֹדָאי,rafsodai,רפסודאי
רַפְסוֹדָה,rafsodah,רפסודה
רַפְסוֹדַת הַצָּלָה,rafsodat hatsala,רפסודת הצלה
רַפְסוֹדַת הַצָּלָה מִתְנַפַּחַת,rafsodat hatsala mitnapakhat,רפסודת הצלה מתנפחת
רַפְסוֹדַת חָבִיוֹת,rafsodat khaviyot,רפסודת חביות
רַפְסוֹדַת נֹאדוֹת,rafsodat nodot,רפסודת נאדות
רַפְסוֹדַת קָנִים,rafsodat kanim,רפסודת קנים
רֶפֶּרְטוּאָר,repertuar,רפרטואר
רֶפֶרֶנְט,,רפרנט
רַפְרָף,rafraf,רפרף
רַפְרֶפֶת,rafrefet,רפרפת
רֶפֶת,refet,רפת
רַפְתָּן,raftan,רפתן
רָץ {{משני|ב}},ratsh,רץ
רָצֶ'ט,rachet,רצ'ט
רִצּוּי,ritsui,רצוי
רָצוּי,ratsui,רצוי
רָצוֹן,ratson,רצון
רָצוּף,,רצוף
רִצּוּף,,רצוף
רֶצַח,retsach,רצח
רֶצַח עַם,retsakh am,רצח עם
רֶצַח פּוֹלִיטִי,retsakh politi,רצח פוליטי
רֶצִידִיוִיזְם,retsidivizem,רצידיויזם
רַצְיוֹנָלִיזְם,ratsinalizm,רציונליזם
רְצִינוּת,rtzinut או retzinut,רצינות
רָצִיף,ratsif,רציף
רְצִיף,retsif,רציף
רַצְעָן,rats׳an,רצען
רֶצֶף הַסְכָּמָה,retsef haskama,רצף הסכמה
רֶצֶף קוֹנְצֶנְזוּס,retsef kontsenzus,רצף קונצנזוס
רִצְפָה (גם: רִצְפָּה) {{משני|א}},"ritspa, ritsfa",רצפה
רִצְפָּה {{משני|ב}},ritspa,רצפה
רׂק,rok,רק
רַקְבּוּבִית,rakbuvit,רקבובית
רִקָּבוֹן,rikavon,רקבון
רַקְדָן,rakdan,רקדן
רַקָּה,raka,רקה
רִקּוּד,rikud,רקוד
רִקּוּד שׁוּרָה,rikud shura,רקוד שורה
רקוויזיט,,רקוויזיט
רֶקְוִיאֶם,rekviem,רקויאם
רֵקוּרְסִיָּה,rekorsya,רקורסיה
רָקֶטָה,raketa,רקטה
רֶקְטוֹר,rektor,רקטור
רָקִיעַ,raqia`,רקיע
רֶקְלָמָה,,רקלמה
רִקְמָה,rikma,רקמה
רִקְמַת חִבּוּר,rikmat khibur,רקמת חבור
רֶקַע,reka,רקע
רַקֶּפֶת,rakefet,רקפת
רָשׁ,rash,רש
רְשׁוּת,reshut,רשות
רָשׁוּת,rashut,רשות
רָשׁוּת מְקוֹמִית,rashut mekomit,רשות מקומית
רָשׁוּת פִּקּוּחַ,rashit pikuakh,רשות פקוח
רִשָּׁיוֹן,rishayon,רשיון
רִשְׁיוֹן נְהִיגָה,rishyon nehiga,רשיון נהיגה
רְשִׁימַת הַשְׁמָעָה,reshimat hashmaa,רשימת השמעה
רְשִׁימַת תְּפוּצָה,,רשימת תפוצה
רַשְׁלָנוּת,rashlanut,רשלנות
רֹשֶׁם רִאשׁוֹנִי,roshem rishoni,רשם ראשוני
רִשְׁמִי,rishmi,רשמי
רְשַמְקוֹל,reshamkol,רשמקול
רֶשָׁע,resha,רשע
רָשָׁע,rasha,רשע
רֶשֶׁת חֶבְרָתִית,reshet khevratit,רשת חברתית
רֶשֶׁת טְרִיאַנְגּוּלַצְיָה,,רשת טריאנגולציה
רֶשֶׁת שִׁוּוּק,reshet shivuk,רשת שווק
רִשְׁתִּית,rishtit,רשתית
רַתָּךְ,ratach,רתך
רֹתֶם,rotem,רתם
שְׁאָבָק,she'avak,שאבק
שָׁאוּל {{משני|ב}},shaul,שאול
שְׁאוֹל,,שאול
שָׁאוּל {{משני|א}},shaul,שאול
שָׁאוֹן,sha'on,שאון
שָׁאח,,שאח
שְׁאָט נֶפֶשׁ,,שאט נפש
שְׁאִיבָה,she'iva,שאיבה
שְׁאִילַת מִלָּה,sheilat milim,שאילת מלה
שְׁאֵלָה,she-ela,שאלה
שְׁאֵלָה רֶטוֹרִית,she-ela retorit,שאלה רטורית
שְׁאֵלוֹן,,שאלון
שְׁאֵלַת קִיטְבֶּג (גם: שֶׁאֱלַת קִיטְבֶּג),she'elat kitbeg,שאלת קיטבג
שַׁאֲנָן,shaanan,שאנן
שַׁאֲנַנּוּת,shaananut,שאננות
שאנסון,,שאנסון
שַׁאְפָה,shafa,שאפה
שְׁאַפְתָּן,,שאפתן
שְׁאֵר,,שאר
שְׁאַר יְרָקוֹת,shear yerakot,שאר ירקות
שְׂאֵת {{משני|א}},,שאת
שְׂאֵת {{משני|ב}},,שאת
שְׂאֵת {{משני|ג}},,שאת
שָׁב {{משני|ב}},shav,שב
שָׂב {{משני|ב}},sav,שב
שְׁבָב,shvav,שבב
שְׁבָבִית,shvavit,שבבית
שַׁבַּבְּנִיק,shababnik,שבבניק
שִׁבּוּט {{משני|ב}},shibut,שבוט
שִׁבּוּט {{משני|א}},shibut,שבוט
שָׁבוּעַ,shavua,שבוע
שְׁבוּעָה,shvua,שבועה
שָׁבוּעוֹת,shavuot,שבועות
שְׁבוּעָת שָׁוְא,shvuat shav,שבועת שוא
שֶׁבַח גם שְׁבָח,,שבח
שֵׁבֶט,shevet,שבט
שְׁבָט,shvat,שבט
שְׁבִיזוּת,shvizut,שביזות
שְׁבִיל,shvil,שביל
שְׁבִיל הֶחָלָב,shvil hakhalav,שביל החלב
שְׁבִיעִיסְט,shviist,שביעיסט
שְׁבִיעִית {{משני|ב}},shvi'it,שביעית
שְׁבִיעִית {{משני|א}},shvi'it,שביעית
שְׁבִיתָה,shvita,שביתה
שְׁבִיתָה כְּלָלִית,shvita klalit,שביתה כללית
שְׁבִיתַת נֶשֶׁק,shvitat neshek,שביתת נשק
שְׁבִיתַת רָעָב,shvitat ra'av,שביתת רעב
שְׂבָכָה (גם: סְבָכָה),svakha,שבכה
שֹׁבֶל,shovel,שבל
שַׁבְּלוּל,shablul,שבלול
שַׁבְּלוֹנָה,shablona,שבלונה
שִׁבֹּלֶת {{משני|ב}},Shibolet,שבלת
שִׁבֹּלֶת {{משני|א}},,שבלת
שִׁבֹּלֶת {{משני|א}},shibolet,שבלת
שִׁבֹּלֶת {{משני|ג}},Shibolet,שבלת
שִׁבֹּלֶת שׁוּעָל,shibolet shual,שבלת שועל
שִׁבֹּלֶת שׁוּעָל תַּרְבּוּתִית,,שבלת שועל תרבותית
שָׂבֵעַ,save'a,שבע
שבע דנחמתא,,שבע דנחמתא
שִׁבְעָה,shiv׳a,שבעה
שבעים פנים לתורה,,שבעים פנים לתורה
שִׁבְעַת הַמִּינִים,shiv'at haminim,שבעת המינים
שִׁבְעַת פִּלְאֵי תֵּבֵל,shiv'at pil'ei tevel,שבעת פלאי תבל
שָׁבָץ,shavats,שבץ
שָׁבָץ מֹחִי,,שבץ מחי
שֶׁבֶר,shever,שבר
שֶׁבֶר אוּנִיטָרִי,,שבר אוניטרי
שָׁבַר אֶת הַמַּפְרֶקֶת,shavar et hamifreket,שבר את המפרקת
